idade_pessoa,renda_pessoa,propriedade_casa_pessoa,tempo_emprego_pessoa,intencao_emprestimo,grau_emprestimo,valor_emprestimo,taxa_juros_emprestimo,status_emprestimo,percentual_renda_emprestimo,inadimplente_pessoa,grau_emprestimo_encoded
24.0,120000.0,Mortgage,0.0,Personal,A,16000.0,9.63,0.0,0.13,N,0.0
35.0,39000.0,Rent,2.0,Medical,B,10000.0,10.25,0.0,0.26,N,1.0
22.0,36000.0,Rent,0.0,Education,C,1500.0,13.16,1.0,0.04,Y,2.0
32.0,25000.0,Other,3.0,Debtconsolidation,A,11200.0,7.88,1.0,0.45,N,0.0
23.0,40100.0,Rent,7.0,Medical,B,12000.0,9.91,0.0,0.3,N,1.0
23.0,32000.0,Own,4.0,Personal,C,7500.0,12.98,0.0,0.23,N,2.0
25.0,72972.0,Mortgage,9.0,Personal,C,10000.0,12.99,0.0,0.14,N,2.0
32.0,123000.0,Mortgage,16.0,Venture,E,15200.0,15.95,0.0,0.12,Y,4.0
27.0,30000.0,Rent,6.0,Venture,B,11500.0,10.36,1.0,0.38,N,1.0
64.0,87000.0,Mortgage,12.0,Personal,A,15000.0,7.51,0.0,0.17,N,0.0
24.0,105000.0,Mortgage,4.0,Venture,C,4000.0,11.34,0.0,0.04,N,2.0
21.0,62916.0,Mortgage,5.0,Education,B,15000.0,11.49,0.0,0.24,N,1.0
23.0,50000.0,Rent,1.0,Debtconsolidation,A,3000.0,8.49,0.0,0.06,N,0.0
21.0,17916.0,Rent,1.0,Medical,A,3000.0,6.0,1.0,0.17,N,0.0
38.0,35000.0,Rent,0.0,Debtconsolidation,B,5600.0,11.11,0.0,0.16,N,1.0
23.0,62000.0,Rent,3.0,Education,A,7200.0,7.9,1.0,0.12,N,0.0
22.0,83252.0,Rent,4.0,Venture,B,10400.0,12.21,0.0,0.12,N,1.0
23.0,52000.0,Rent,5.0,Education,C,8000.0,13.22,0.0,0.15,Y,2.0
22.0,48000.0,Rent,7.0,Education,A,5000.0,6.99,0.0,0.1,N,0.0
30.0,58000.0,Mortgage,0.0,Homeimprovement,B,4000.0,11.12,0.0,0.07,N,1.0
25.0,36400.0,Rent,2.0,Personal,B,18200.0,9.91,1.0,0.5,N,1.0
24.0,37000.0,Mortgage,8.0,Medical,B,10000.0,10.99,0.0,0.27,N,1.0
23.0,72000.0,Rent,3.0,Medical,A,10800.0,7.88,0.0,0.15,N,0.0
27.0,38000.0,Rent,12.0,Venture,A,7000.0,7.66,0.0,0.18,N,0.0
38.0,140000.0,Mortgage,0.0,Venture,B,25000.0,9.99,0.0,0.18,N,1.0
30.0,28000.0,Own,14.0,Medical,B,14400.0,12.18,0.0,0.51,N,1.0
28.0,70900.0,Mortgage,12.0,Education,D,25000.0,15.37,0.0,0.35,Y,3.0
24.0,87000.0,Rent,0.0,Personal,C,1000.0,13.99,0.0,0.01,N,2.0
31.0,62050.0,Rent,0.0,Medical,D,3600.0,15.95,1.0,0.05,N,3.0
25.0,68400.0,Rent,9.0,Personal,E,24250.0,17.56,1.0,0.35,N,4.0
23.0,42000.0,Rent,7.0,Venture,C,15000.0,13.49,1.0,0.36,N,2.0
37.0,85000.0,Mortgage,2.0,Venture,A,5600.0,5.42,0.0,0.07,N,0.0
27.0,50000.0,Rent,4.0,Homeimprovement,C,6400.0,13.23,0.0,0.13,Y,2.0
23.0,67000.0,Own,1.0,Venture,A,3250.0,6.76,0.0,0.05,N,0.0
32.0,66504.0,Rent,11.0,Homeimprovement,B,3500.0,11.99,0.0,0.05,N,1.0
21.0,23040.0,Own,0.0,Education,A,15000.0,8.94,0.0,0.65,N,0.0
31.0,93000.0,Own,4.0,Education,B,10000.0,10.469666260014744,0.0,0.11,N,1.0
30.0,33200.0,Rent,4.0,Venture,A,14000.0,7.29,1.0,0.42,N,0.0
26.0,74999.0,Rent,4.0,Homeimprovement,D,16000.0,17.27,0.0,0.21,Y,3.0
23.0,54400.0,Mortgage,0.0,Medical,D,12000.0,15.62,1.0,0.19,N,3.0
26.0,46999.0,Rent,2.0,Venture,B,10000.0,10.99,0.0,0.21,N,1.0
22.0,49000.0,Mortgage,2.0,Venture,C,5000.0,11.28,1.0,0.1,Y,2.0
29.0,42000.0,Rent,6.0,Debtconsolidation,D,10800.0,16.29,1.0,0.26,Y,3.0
28.0,34000.0,Mortgage,12.0,Medical,D,3500.0,15.58,1.0,0.1,N,3.0
22.0,24432.0,Rent,0.0,Education,B,2000.0,11.36,0.0,0.08,N,1.0
22.0,38000.0,Rent,5.0,Education,C,10000.0,13.49,0.0,0.26,Y,2.0
27.0,54792.0,Rent,4.0,Education,C,5000.0,13.48,0.0,0.09,N,2.0
24.0,86000.0,Rent,1.0,Homeimprovement,B,12000.0,10.65,0.0,0.14,N,1.0
36.0,42000.0,Rent,2.0,Venture,A,7000.0,6.62,0.0,0.17,N,0.0
23.0,36000.0,Rent,2.0,Medical,D,16750.0,15.28,1.0,0.47,Y,3.0
22.0,60000.0,Mortgage,7.0,Education,B,12000.0,10.0,0.0,0.2,N,1.0
22.0,166000.0,Mortgage,1.0,Personal,B,23450.0,11.36,0.0,0.14,N,1.0
26.0,40200.0,Rent,1.0,Education,A,4000.0,6.76,0.0,0.1,N,0.0
24.0,180000.0,Own,8.0,Education,B,21000.0,11.48,0.0,0.12,N,1.0
24.0,74004.0,Mortgage,7.0,Debtconsolidation,D,25000.0,15.57,1.0,0.34,Y,3.0
25.0,49963.0,Mortgage,9.0,Education,B,2100.0,11.49,1.0,0.04,N,1.0
25.0,51492.0,Mortgage,2.0,Education,B,13800.0,10.38,0.0,0.27,N,1.0
38.0,130000.0,Mortgage,8.0,Debtconsolidation,B,11000.0,10.74,0.0,0.08,N,1.0
23.0,95000.0,Mortgage,7.0,Personal,F,25000.0,18.78,0.0,0.26,N,5.0
24.0,55000.0,Rent,8.0,Homeimprovement,C,8000.0,13.8,0.0,0.15,Y,2.0
23.0,51319.0,Mortgage,2.0,Venture,B,20000.0,10.37,0.0,0.39,N,1.0
29.0,50000.0,Own,8.0,Venture,B,9725.0,12.12,0.0,0.19,N,1.0
29.0,46344.0,Rent,0.0,Education,B,3500.0,11.36,0.0,0.08,N,1.0
23.0,60000.0,Rent,3.0,Personal,C,25000.0,12.73,1.0,0.42,N,2.0
30.0,200000.0,Mortgage,4.0,Medical,B,6000.0,11.83,0.0,0.03,N,1.0
23.0,60000.0,Rent,0.0,Education,C,9000.0,13.61,0.0,0.15,N,2.0
29.0,26400.0,Rent,4.0,Medical,A,7200.0,7.49,0.0,0.27,N,0.0
23.0,68000.0,Mortgage,7.0,Medical,B,10000.0,9.91,0.0,0.15,N,1.0
22.0,90888.0,Mortgage,5.0,Education,C,13200.0,14.79,0.0,0.15,N,2.0
24.0,107203.0,Mortgage,8.0,Personal,A,6000.0,7.4,0.0,0.06,N,0.0
23.0,40000.0,Rent,2.0,Medical,C,5000.0,12.935895507004235,0.0,0.13,N,2.0
24.0,34400.0,Rent,8.0,Debtconsolidation,D,14000.0,16.0,1.0,0.41,Y,3.0
28.0,40000.0,Rent,0.0,Education,B,10000.0,12.42,0.0,0.25,N,1.0
24.0,44000.0,Rent,0.0,Personal,A,2000.0,8.0,1.0,0.05,N,0.0
27.0,61000.0,Rent,1.0,Venture,B,12000.0,12.21,0.0,0.2,N,1.0
21.0,50000.0,Rent,5.0,Debtconsolidation,A,8300.0,8.9,0.0,0.17,N,0.0
23.0,58977.0,Rent,7.0,Debtconsolidation,C,14400.0,13.009053543456956,0.0,0.24,N,2.0
22.0,66000.0,Rent,6.0,Medical,C,16800.0,13.49,0.0,0.25,Y,2.0
24.0,25000.0,Rent,0.0,Debtconsolidation,C,5625.0,12.68,0.0,0.23,N,2.0
29.0,94000.0,Mortgage,13.0,Personal,A,30000.0,6.62,0.0,0.32,N,0.0
36.0,30000.0,Rent,0.0,Venture,E,4000.0,17.99,1.0,0.13,N,4.0
22.0,80000.0,Mortgage,0.0,Education,B,15000.0,11.48,0.0,0.19,N,1.0
24.0,71480.0,Rent,8.0,Homeimprovement,F,17600.0,20.54938769542963,0.0,0.25,N,5.0
25.0,34800.0,Rent,0.0,Medical,C,1000.0,13.98,0.0,0.03,Y,2.0
32.0,58650.0,Rent,6.0,Medical,D,17400.0,15.05,1.0,0.25,N,3.0
30.0,56000.0,Mortgage,1.0,Medical,B,14000.0,12.18,0.0,0.25,N,1.0
39.0,55059.0,Rent,16.0,Homeimprovement,B,24000.0,12.53,1.0,0.44,N,1.0
35.0,90000.0,Rent,0.0,Venture,B,12000.0,10.99,0.0,0.13,N,1.0
23.0,85000.0,Rent,2.0,Venture,C,12000.0,13.16,0.0,0.14,Y,2.0
32.0,42000.0,Rent,5.0,Venture,C,3500.0,14.35,0.0,0.08,Y,2.0
36.0,81000.0,Mortgage,9.0,Homeimprovement,C,6000.0,12.99,0.0,0.07,N,2.0
24.0,92000.0,Mortgage,7.0,Personal,B,15000.0,11.11,0.0,0.16,N,1.0
30.0,52000.0,Mortgage,9.0,Personal,D,9000.0,12.49,0.0,0.17,Y,3.0
22.0,32000.0,Mortgage,0.0,Venture,A,6950.0,7.74,0.0,0.22,N,0.0
43.0,65000.0,Mortgage,2.0,Education,B,24000.0,10.99,0.0,0.37,N,1.0
23.0,14400.0,Rent,1.0,Education,B,4750.0,11.11,1.0,0.33,N,1.0
25.0,60000.0,Own,9.0,Homeimprovement,C,1400.0,14.22,0.0,0.02,Y,2.0
24.0,98000.0,Mortgage,8.0,Venture,A,10000.0,6.62,0.0,0.1,N,0.0
25.0,55200.0,Rent,7.0,Venture,B,20000.0,10.547493958368701,1.0,0.36,N,1.0
31.0,30000.0,Rent,4.0,Homeimprovement,B,5000.0,9.91,1.0,0.17,N,1.0
26.0,36108.0,Rent,7.0,Medical,D,2000.0,16.49,0.0,0.06,N,3.0
31.0,41000.0,Rent,1.0,Medical,B,4000.0,10.0,0.0,0.1,N,1.0
26.0,58979.0,Rent,2.0,Debtconsolidation,A,5000.0,9.32,0.0,0.08,N,0.0
36.0,144000.0,Mortgage,0.0,Personal,C,7600.0,15.23,0.0,0.05,N,2.0
22.0,50000.0,Mortgage,5.0,Education,B,15000.0,10.25,0.0,0.3,N,1.0
22.0,68000.0,Mortgage,6.0,Education,A,16000.0,7.9,0.0,0.24,N,0.0
27.0,37200.0,Rent,0.0,Medical,C,13500.0,10.78,1.0,0.36,N,2.0
27.0,56525.0,Mortgage,4.0,Medical,D,12000.0,15.95,1.0,0.18,N,3.0
21.0,10000.0,Rent,0.0,Personal,D,5000.0,12.17,1.0,0.5,Y,3.0
27.0,33600.0,Rent,4.0,Personal,B,3200.0,11.99,0.0,0.1,N,1.0
29.0,46500.0,Mortgage,1.0,Education,D,11000.0,12.99,1.0,0.24,Y,3.0
23.0,79416.0,Rent,7.0,Venture,D,25000.0,15.21,1.0,0.31,Y,3.0
45.0,85000.0,Rent,0.0,Personal,C,26000.0,14.27,1.0,0.31,Y,2.0
23.0,45000.0,Own,4.0,Personal,D,6400.0,15.45193448094026,0.0,0.14,Y,3.0
28.0,77250.0,Rent,1.0,Homeimprovement,B,10000.0,9.2,0.0,0.13,N,1.0
21.0,30067.0,Rent,5.0,Venture,C,10750.0,12.68,1.0,0.36,N,2.0
26.0,28000.0,Rent,6.0,Education,B,5100.0,11.89,0.0,0.18,N,1.0
34.0,130000.0,Mortgage,5.0,Debtconsolidation,B,20000.0,10.65,0.0,0.15,N,1.0
38.0,36000.0,Mortgage,3.0,Debtconsolidation,C,6000.0,13.99,0.0,0.17,N,2.0
23.0,42000.0,Rent,3.0,Debtconsolidation,D,6000.0,14.42,1.0,0.14,N,3.0
21.0,37459.0,Mortgage,6.0,Education,A,5600.0,6.92,0.0,0.15,N,0.0
25.0,30840.0,Rent,2.0,Venture,D,11200.0,17.27,1.0,0.36,N,3.0
25.0,35000.0,Rent,1.0,Venture,A,15000.0,7.49,1.0,0.43,N,0.0
37.0,55000.0,Rent,4.0,Personal,B,3000.0,10.415186871166974,0.0,0.05,N,1.0
25.0,54400.0,Rent,10.0,Medical,E,18000.0,16.0,1.0,0.28,Y,4.0
29.0,70000.0,Rent,4.0,Education,E,5000.0,17.946181699337174,0.0,0.07,N,4.0
24.0,61200.0,Mortgage,5.0,Education,B,5100.0,10.51,0.0,0.08,N,1.0
25.0,21600.0,Rent,0.0,Medical,B,5200.0,11.86,1.0,0.24,N,1.0
31.0,17676.0,Own,1.0,Education,D,2500.0,14.74,0.0,0.14,N,3.0
24.0,55605.0,Mortgage,8.0,Medical,B,6500.0,10.99,0.0,0.12,N,1.0
22.0,11760.0,Rent,0.0,Venture,C,1000.0,13.98,0.0,0.09,N,2.0
24.0,54000.0,Rent,0.0,Homeimprovement,A,4850.0,8.49,0.0,0.09,N,0.0
27.0,93000.0,Rent,11.0,Homeimprovement,A,12000.0,8.9,0.0,0.13,N,0.0
28.0,64700.0,Mortgage,4.0,Education,B,12000.0,10.485231799685536,0.0,0.19,N,1.0
27.0,90000.0,Rent,11.0,Homeimprovement,B,16000.0,8.88,0.0,0.18,N,1.0
31.0,135000.0,Mortgage,14.0,Personal,B,15000.0,10.75,0.0,0.11,N,1.0
21.0,60000.0,Mortgage,5.0,Education,C,8000.0,12.23,0.0,0.13,Y,2.0
27.0,44000.0,Rent,5.0,Homeimprovement,E,5000.0,16.35,1.0,0.11,Y,4.0
35.0,234600.0,Mortgage,1.0,Homeimprovement,D,7500.0,15.05,0.0,0.03,Y,3.0
27.0,48396.0,Rent,11.0,Medical,D,16000.0,14.74,1.0,0.33,Y,3.0
24.0,7800.0,Rent,1.0,Education,B,1000.0,11.36,0.0,0.13,N,1.0
23.0,24000.0,Rent,2.0,Medical,B,2800.0,11.49,1.0,0.12,N,1.0
26.0,102000.0,Mortgage,5.0,Personal,A,13000.0,5.42,0.0,0.13,N,0.0
25.0,72000.0,Rent,1.0,Venture,B,6000.0,11.86,0.0,0.08,N,1.0
28.0,170000.0,Mortgage,3.0,Medical,B,4000.0,10.42296964100237,0.0,0.02,N,1.0
41.0,62903.0,Mortgage,4.0,Medical,B,9600.0,10.0,1.0,0.13,N,1.0
25.0,67000.0,Rent,9.0,Medical,C,10000.0,13.92,0.0,0.15,N,2.0
23.0,48000.0,Mortgage,7.0,Debtconsolidation,D,16800.0,14.59,1.0,0.35,N,3.0
30.0,84000.0,Mortgage,13.0,Homeimprovement,B,12000.0,11.11,0.0,0.14,N,1.0
23.0,33600.0,Rent,1.0,Debtconsolidation,B,5500.0,10.434643795755463,0.0,0.16,N,1.0
43.0,36000.0,Rent,0.0,Medical,A,9000.0,5.79,0.0,0.25,N,0.0
22.0,85000.0,Mortgage,2.0,Venture,A,6000.0,7.88,0.0,0.07,N,0.0
22.0,40000.0,Rent,1.0,Venture,A,8000.0,7.9,0.0,0.2,N,0.0
27.0,170000.0,Rent,11.0,Personal,D,25000.0,16.32,0.0,0.15,N,3.0
25.0,75000.0,Mortgage,9.0,Venture,C,5000.0,13.79,0.0,0.07,Y,2.0
30.0,25000.0,Rent,6.0,Personal,C,5475.0,12.68,0.0,0.22,N,2.0
23.0,58650.0,Rent,7.0,Medical,D,10800.0,16.29,1.0,0.16,N,3.0
23.0,38500.0,Rent,8.0,Debtconsolidation,A,12800.0,8.9,1.0,0.33,N,0.0
29.0,38000.0,Rent,3.0,Personal,C,15500.0,12.41,1.0,0.41,N,2.0
23.0,38500.0,Rent,1.0,Education,B,8450.0,10.62,0.0,0.22,N,1.0
23.0,72250.0,Rent,7.0,Medical,B,30000.0,10.65,1.0,0.35,N,1.0
23.0,94965.0,Mortgage,3.0,Education,C,8000.0,13.22,0.0,0.08,N,2.0
33.0,110000.0,Mortgage,7.0,Medical,B,23800.0,10.25,0.0,0.22,N,1.0
24.0,46500.0,Mortgage,0.0,Homeimprovement,C,16000.0,12.53,0.0,0.34,Y,2.0
30.0,24000.0,Rent,0.0,Personal,B,5000.0,10.59,0.0,0.21,N,1.0
26.0,48000.0,Rent,0.0,Education,C,9600.0,12.73,0.0,0.2,Y,2.0
23.0,30000.0,Rent,0.0,Personal,B,5000.0,11.86,0.0,0.17,N,1.0
29.0,30000.0,Rent,0.0,Debtconsolidation,B,2000.0,10.75,0.0,0.07,N,1.0
36.0,84996.0,Mortgage,11.0,Personal,B,3500.0,12.69,0.0,0.04,N,1.0
24.0,42252.0,Mortgage,3.0,Personal,C,8000.0,12.84,0.0,0.19,N,2.0
25.0,14400.0,Rent,0.0,Venture,C,1500.0,12.99,1.0,0.1,Y,2.0
28.0,44000.0,Rent,0.0,Homeimprovement,C,5000.0,12.99,1.0,0.11,Y,2.0
23.0,29730.0,Rent,2.0,Debtconsolidation,A,5000.0,7.66,0.0,0.17,N,0.0
29.0,75000.0,Rent,2.0,Debtconsolidation,A,7200.0,7.9,0.0,0.1,N,0.0
24.0,34800.0,Own,8.0,Venture,B,1700.0,10.38,0.0,0.05,N,1.0
20.0,94000.0,Rent,4.0,Education,D,5000.0,16.02,0.0,0.05,N,3.0
23.0,51000.0,Mortgage,5.0,Debtconsolidation,A,4000.0,6.03,0.0,0.08,N,0.0
26.0,35000.0,Rent,0.0,Debtconsolidation,A,4800.0,8.9,0.0,0.14,N,0.0
29.0,108000.0,Rent,1.0,Education,D,12000.0,15.495517992018474,1.0,0.11,N,3.0
30.0,20000.0,Rent,2.0,Personal,A,5000.0,8.59,0.0,0.25,N,0.0
22.0,36000.0,Mortgage,0.0,Personal,B,12375.0,10.48815033837381,0.0,0.34,N,1.0
37.0,51000.0,Rent,11.0,Venture,D,6400.0,16.89,0.0,0.13,Y,3.0
31.0,53000.0,Mortgage,15.0,Venture,D,10000.0,15.479952452347684,0.0,0.19,N,3.0
28.0,33000.0,Rent,12.0,Debtconsolidation,C,8000.0,14.65,1.0,0.24,Y,2.0
30.0,95000.0,Mortgage,14.0,Venture,A,5000.0,6.99,0.0,0.05,N,0.0
30.0,54000.0,Rent,4.0,Debtconsolidation,D,20000.0,14.84,1.0,0.37,Y,3.0
23.0,50000.0,Rent,3.0,Education,B,10000.0,9.91,0.0,0.2,N,1.0
30.0,60000.0,Rent,1.0,Debtconsolidation,A,3600.0,8.59,0.0,0.06,N,0.0
23.0,36000.0,Mortgage,7.0,Education,B,2000.0,11.49,0.0,0.06,N,1.0
40.0,85000.0,Mortgage,4.0,Homeimprovement,C,5000.0,14.27,0.0,0.06,N,2.0
25.0,76000.0,Mortgage,9.0,Personal,C,6000.0,12.98,0.0,0.08,Y,2.0
26.0,51000.0,Rent,10.0,Personal,B,5000.0,12.42,1.0,0.1,N,1.0
37.0,52000.0,Rent,0.0,Venture,C,14000.0,13.16,0.0,0.27,Y,2.0
30.0,70125.0,Mortgage,2.0,Medical,D,25000.0,15.33,1.0,0.3,Y,3.0
26.0,70000.0,Rent,0.0,Education,C,2400.0,12.915660305432205,0.0,0.03,Y,2.0
31.0,74628.0,Mortgage,12.0,Debtconsolidation,C,15000.0,12.99,0.0,0.2,N,2.0
36.0,49000.0,Rent,0.0,Debtconsolidation,D,8000.0,15.31,1.0,0.16,Y,3.0
31.0,40000.0,Own,2.0,Education,B,2200.0,10.408960655298657,0.0,0.06,N,1.0
26.0,100000.0,Mortgage,11.0,Personal,C,15000.0,13.99,0.0,0.15,N,2.0
23.0,32400.0,Rent,4.0,Medical,A,4500.0,7.49,0.0,0.14,N,0.0
23.0,45504.0,Rent,2.0,Personal,C,14500.0,13.009831820440496,1.0,0.32,N,2.0
26.0,90000.0,Mortgage,2.0,Education,C,25000.0,11.09,0.0,0.28,N,2.0
25.0,95000.0,Rent,4.0,Venture,B,15000.0,12.42,0.0,0.16,N,1.0
25.0,120000.0,Own,3.0,Education,B,3000.0,10.14,0.0,0.03,N,1.0
25.0,58020.0,Rent,9.0,Personal,A,2000.0,6.91,0.0,0.03,N,0.0
49.0,72000.0,Rent,4.0,Debtconsolidation,A,8000.0,7.49,0.0,0.11,N,0.0
25.0,19000.0,Rent,0.0,Debtconsolidation,C,750.0,12.29,0.0,0.04,Y,2.0
27.0,100000.0,Rent,0.0,Venture,B,15000.0,11.58,0.0,0.15,N,1.0
22.0,75000.0,Mortgage,4.0,Education,C,15000.0,13.61,0.0,0.2,N,2.0
21.0,24000.0,Rent,1.0,Personal,E,2000.0,18.39,1.0,0.08,Y,4.0
25.0,42000.0,Rent,0.0,Education,E,7400.0,16.32,1.0,0.18,N,4.0
22.0,25000.0,Rent,2.0,Personal,C,7000.0,13.85,0.0,0.28,Y,2.0
21.0,45176.0,Rent,1.0,Medical,B,12000.0,11.49,0.0,0.27,N,1.0
29.0,75000.0,Mortgage,1.0,Medical,A,12000.0,9.63,0.0,0.16,N,0.0
22.0,14400.0,Rent,3.0,Homeimprovement,B,8000.0,9.99,1.0,0.56,N,1.0
26.0,120000.0,Mortgage,11.0,Venture,A,10000.0,5.99,0.0,0.08,N,0.0
22.0,60000.0,Rent,0.0,Medical,B,15000.0,11.71,0.0,0.25,N,1.0
33.0,35000.0,Mortgage,15.0,Medical,C,12000.0,13.11,0.0,0.34,Y,2.0
25.0,30000.0,Rent,2.0,Venture,E,5200.0,17.19,1.0,0.17,Y,4.0
36.0,24000.0,Own,5.0,Venture,C,4000.0,14.72,0.0,0.17,Y,2.0
42.0,61000.0,Own,2.0,Personal,A,14400.0,7.51,0.0,0.24,N,0.0
27.0,69000.0,Rent,1.0,Medical,A,2000.0,6.99,0.0,0.03,N,0.0
36.0,14400.0,Own,7.0,Debtconsolidation,A,7000.0,5.42,1.0,0.49,N,0.0
24.0,54000.0,Own,8.0,Education,C,1200.0,13.11,0.0,0.02,Y,2.0
22.0,48000.0,Mortgage,2.0,Venture,B,13000.0,10.99,0.0,0.27,N,1.0
21.0,18000.0,Rent,2.0,Homeimprovement,C,5800.0,14.72,1.0,0.32,Y,2.0
34.0,51621.0,Mortgage,5.0,Personal,B,3500.0,11.49,0.0,0.07,N,1.0
32.0,45000.0,Mortgage,7.0,Education,A,4000.0,7.49,0.0,0.09,N,0.0
23.0,75000.0,Own,5.0,Venture,D,12500.0,15.33,0.0,0.17,Y,3.0
26.0,72000.0,Rent,0.0,Debtconsolidation,A,10000.0,5.79,0.0,0.14,N,0.0
25.0,55000.0,Mortgage,6.0,Personal,C,15000.0,15.27,0.0,0.27,N,2.0
37.0,63000.0,Rent,1.0,Debtconsolidation,C,3200.0,12.921886521300522,0.0,0.05,N,2.0
26.0,78000.0,Mortgage,7.0,Homeimprovement,B,3000.0,11.49,0.0,0.04,N,1.0
29.0,75000.0,Rent,2.0,Medical,A,6000.0,8.49,0.0,0.08,N,0.0
24.0,75000.0,Own,8.0,Venture,B,29800.0,10.62376510275558,0.0,0.4,N,1.0
21.0,32000.0,Rent,2.0,Debtconsolidation,D,8400.0,16.77,1.0,0.26,Y,3.0
26.0,70000.0,Rent,6.0,Venture,E,15000.0,16.35,0.0,0.21,Y,4.0
34.0,115000.0,Mortgage,11.0,Medical,A,6000.0,5.79,0.0,0.05,N,0.0
40.0,28000.0,Rent,2.0,Venture,C,5000.0,12.99,0.0,0.18,Y,2.0
26.0,32400.0,Rent,10.0,Education,A,14000.0,7.51,1.0,0.43,N,0.0
26.0,36000.0,Rent,1.0,Personal,B,10200.0,12.69,0.0,0.28,N,1.0
22.0,41600.0,Mortgage,2.0,Education,D,3000.0,15.05,0.0,0.07,N,3.0
22.0,67000.0,Mortgage,6.0,Venture,A,4000.0,6.76,0.0,0.06,N,0.0
33.0,60000.0,Rent,3.0,Personal,A,9000.0,8.49,0.0,0.15,N,0.0
26.0,60000.0,Rent,3.0,Homeimprovement,B,20000.0,10.08,1.0,0.33,N,1.0
23.0,26400.0,Rent,7.0,Education,B,5400.0,10.38,0.0,0.2,N,1.0
25.0,44000.0,Mortgage,9.0,Debtconsolidation,D,15000.0,15.518866301524662,1.0,0.34,Y,3.0
23.0,24000.0,Rent,2.0,Debtconsolidation,B,4000.0,10.42296964100237,0.0,0.17,N,1.0
25.0,43200.0,Own,9.0,Venture,B,13800.0,11.48,0.0,0.32,N,1.0
25.0,43200.0,Rent,3.0,Venture,C,3000.0,13.8,0.0,0.07,N,2.0
25.0,44000.0,Rent,1.0,Education,B,6000.0,12.69,0.0,0.14,N,1.0
28.0,51000.0,Mortgage,12.0,Venture,A,8000.0,7.51,0.0,0.16,N,0.0
22.0,100000.0,Mortgage,6.0,Education,A,15000.0,7.49,0.0,0.15,N,0.0
26.0,85000.0,Mortgage,10.0,Medical,A,24000.0,8.9,0.0,0.28,N,0.0
24.0,56004.0,Mortgage,5.0,Debtconsolidation,B,6000.0,10.0,1.0,0.11,N,1.0
23.0,47000.0,Mortgage,7.0,Medical,B,8000.0,10.65,0.0,0.17,N,1.0
24.0,49200.0,Mortgage,8.0,Medical,E,2500.0,17.926724774748685,1.0,0.05,N,4.0
27.0,75000.0,Mortgage,0.0,Personal,A,7500.0,8.9,0.0,0.1,N,0.0
33.0,62130.0,Rent,6.0,Homeimprovement,A,9050.0,7.29,0.0,0.15,N,0.0
28.0,53000.0,Mortgage,12.0,Education,A,5000.0,7.14,1.0,0.09,N,0.0
24.0,23000.0,Rent,2.0,Education,A,1600.0,7.68,0.0,0.07,N,0.0
28.0,300000.0,Mortgage,11.0,Debtconsolidation,A,10800.0,6.92,0.0,0.04,N,0.0
45.0,68000.0,Rent,13.0,Personal,C,11200.0,12.98414867998369,0.0,0.16,N,2.0
30.0,85000.0,Own,12.0,Venture,A,7800.0,6.03,0.0,0.09,N,0.0
29.0,95000.0,Mortgage,4.0,Debtconsolidation,A,20000.0,6.54,0.0,0.21,N,0.0
27.0,82500.0,Mortgage,3.0,Debtconsolidation,A,11100.0,8.94,0.0,0.13,N,0.0
26.0,41000.0,Mortgage,5.0,Personal,A,8000.0,6.03,0.0,0.2,N,0.0
24.0,77000.0,Mortgage,2.0,Education,B,3850.0,11.11,0.0,0.05,N,1.0
25.0,40000.0,Rent,1.0,Venture,B,6500.0,11.89,0.0,0.16,N,1.0
32.0,40000.0,Own,2.0,Venture,C,7000.0,12.68,0.0,0.17,Y,2.0
23.0,40000.0,Rent,7.0,Education,C,5600.0,13.8,0.0,0.14,N,2.0
25.0,50000.0,Mortgage,9.0,Personal,A,10000.0,6.92,0.0,0.2,N,0.0
27.0,85000.0,Mortgage,11.0,Personal,A,10000.0,7.49,0.0,0.12,N,0.0
24.0,54731.0,Rent,2.0,Debtconsolidation,B,3200.0,11.83,0.0,0.06,N,1.0
23.0,118000.0,Mortgage,4.0,Venture,C,12000.0,13.11,0.0,0.1,N,2.0
22.0,16200.0,Own,6.0,Personal,B,2000.0,12.42,0.0,0.12,N,1.0
29.0,16800.0,Rent,9.0,Homeimprovement,D,2750.0,14.84,1.0,0.16,Y,3.0
24.0,46000.0,Rent,0.0,Education,D,5975.0,14.46,1.0,0.13,Y,3.0
35.0,43000.0,Mortgage,7.0,Debtconsolidation,D,13200.0,16.77,1.0,0.31,Y,3.0
32.0,86000.0,Mortgage,4.0,Medical,B,10800.0,12.42,0.0,0.13,N,1.0
27.0,80000.0,Mortgage,1.0,Education,B,20000.0,11.36,0.0,0.25,N,1.0
28.0,90000.0,Mortgage,0.0,Medical,A,15000.0,7.88,0.0,0.17,N,0.0
24.0,128000.0,Mortgage,4.0,Education,A,12000.0,6.03,0.0,0.09,N,0.0
24.0,51000.0,Rent,8.0,Medical,C,16000.0,13.85,1.0,0.31,N,2.0
22.0,53000.0,Mortgage,6.0,Debtconsolidation,C,1000.0,15.27,0.0,0.02,Y,2.0
29.0,70000.0,Rent,0.0,Personal,B,4000.0,10.99,0.0,0.06,N,1.0
25.0,81000.0,Mortgage,2.0,Medical,B,5200.0,10.95,0.0,0.06,N,1.0
40.0,70000.0,Rent,2.0,Debtconsolidation,B,16000.0,11.99,0.0,0.23,N,1.0
